# Distance  Fibre_OffAxis
5.11511512e-01 9.93654994e-05
5.12212212e-01 9.97056914e-05
5.12912913e-01 1.00247938e-04
5.13613614e-01 1.00965745e-04
5.14314314e-01 1.01832622e-04
5.15015015e-01 1.02822075e-04
5.15715716e-01 1.03907610e-04
5.16416416e-01 1.05062736e-04
5.17117117e-01 1.06260960e-04
5.17817818e-01 1.07475789e-04
5.18518519e-01 1.08680730e-04
5.19219219e-01 1.09849291e-04
5.19919920e-01 1.10954978e-04
5.20620621e-01 1.11971299e-04
5.21321321e-01 1.12871761e-04
5.22022022e-01 1.13629871e-04
5.22722723e-01 1.14219137e-04
5.23423423e-01 1.14613066e-04
5.24124124e-01 1.14785165e-04
5.24824825e-01 1.14790643e-04
5.25525526e-01 1.14790643e-04
5.26226226e-01 1.14790643e-04
5.26926927e-01 1.14790643e-04
5.27627628e-01 1.14790643e-04
5.28328328e-01 1.14790643e-04
5.29029029e-01 1.14790643e-04
5.29729730e-01 1.14790643e-04
5.30430430e-01 1.14790643e-04
5.31131131e-01 1.14790643e-04
5.31831832e-01 1.14790643e-04
5.32532533e-01 1.14787128e-04
5.33233233e-01 1.14529418e-04
5.33933934e-01 1.13918457e-04
5.34634635e-01 1.13031788e-04
5.35335335e-01 1.11946955e-04
5.36036036e-01 1.10741503e-04
5.36736737e-01 1.09492975e-04
5.37437437e-01 1.08278915e-04
5.38138138e-01 1.07080460e-04
5.38838839e-01 1.05610732e-04
5.39539540e-01 1.03900658e-04
5.40240240e-01 1.02014686e-04
5.40940941e-01 1.00017263e-04
